453802_1482829714,1482836428,63353,82564,6824786,59154490,1,ios,疯狂的四季,在喷主播就要哭了，不喷了，我的错
453802_1482829714,1482836441,63353,82564,6824786,47264384,5,ios,我的小米年度微,别
453802_1482829714,1482836442,63353,82564,6824786,46795106,2,android,凌霜i,起不来
453802_1482829714,1482836444,63353,82564,6824786,3614740,3,android,TiEr丶,石业是哪里人？
453802_1482829714,1482836449,62718,82564,6824786,5254850,6,pc_web,忘记丶谈何容易,就是几个钻石左右的人一起开黑，在白银青铜据，拿别的英雄一直故意输，
453802_1482829714,1482836457,62718,82564,6824786,39697260,5,android,轩璇玑,别
453802_1482829714,1482836459,62718,82564,6824786,47264384,5,ios,我的小米年度微,我就晚上了可以看你直播
453802_1482829714,1482836473,62718,82564,6824786,37605484,2,android,辅助了,666666666
453802_1482829714,1482836474,62718,82564,6824786,37104784,5,pc_web,菩提树下1229,是的 本兮去世了 享年22岁
453802_1482829714,1482836474,62718,82564,6824786,5254850,6,pc_web,忘记丶谈何容易,拿滑板鞋就好好打，赢了就加熟练度
453802_1482829714,1482836478,62718,82564,6824786,47264384,5,ios,我的小米年度微,666666666
453802_1482829714,1482836492,62718,82564,6824786,36660394,2,ios,顾Amor,666666666
453802_1482829714,1482836519,57875,82566,6824786,27469832,1,android,杰少掠你,主播是不是名字带硕
453802_1482829714,1482836528,57875,82566,6824786,24067732,6,pc_web,圣锤之毅,肯定的
453802_1482829714,1482836540,60684,82566,6824886,6696116,5,pc_web,黑夜里的一颗星,主播不带硕
453802_1482829714,1482836543,60684,82566,6824886,6696116,5,pc_web,黑夜里的一颗星,女朋友带
453802_1482829714,1482836547,60684,82566,6824886,27469832,1,android,杰少掠你,，，
453802_1482829714,1482836549,60684,82566,6824886,37605484,2,android,辅助了,老婆带硕
453802_1482829714,1482836557,60684,82566,6824886,27469832,1,android,杰少掠你,666
453802_1482829714,1482836569,61546,82570,6824886,24787390,7,pc_web,溺于温情i,主播就要华硕
453802_1482829714,1482836582,61546,82570,6824886,4046982,6,android,如梦似彩虹丶丶,主播，求BGM
453802_1482829714,1482836601,61820,82571,6824886,37605484,2,android,辅助了,666666666
453802_1482829714,1482836601,61820,82571,6824886,37007394,4,android,misaya若风6,666666666
453802_1482829714,1482836617,61820,82571,6824886,63208602,1,pc_web,有一种宿,辅助过分了
453802_1482829714,1482836623,61820,82571,6824886,40632728,2,android,逗比你别走,什么局
